Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1024413,,18459,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,137000,53.50027618,-113.6410513,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1159342,19,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,172000,53.60752846,-113.4188,POINT (-113.4187999843079 53.60752846113511),100,,,RESIDENTIAL,,
1353531,207,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,125000,53.4476592,-113.5019041,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1200682,,18706,54 AVENUE NW,Y,4220,JAMIESON PLACE,sipiwiyiniwak Ward,336000,53.49106451,-113.6465074,POINT (-113.64650736738892 53.49106450593925),100,,,RESIDENTIAL,,
1008309,,8323,152C AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,407500,53.61507244,-113.469372,POINT (-113.46937197661812 53.6150724388912),100,,,RESIDENTIAL,,
1092550,,17920,107 AVENUE NW,N,4640,WILSON INDUSTRIAL,Nakota Isga Ward,483500,53.5536425,-113.6295369,POINT (-113.62953693265167 53.55364249596892),100,,,COMMERCIAL,,
1112986,,16815,129 AVENUE NW,N,4475,KINOKAMAU PLAINS AREA,Nakota Isga Ward,2041000,53.58705427,-113.6112148,POINT (-113.61121480380172 53.58705427090314),100,,,COMMERCIAL,,
1044072,1005,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,164500,53.54005148,-113.5226128,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1282128,412,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,100500,53.44909954,-113.4995052,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1314822,602,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,183500,53.54094874,-113.533619,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1027218,11,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,152500,53.4517632,-113.4007963,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1031467,,1015,109 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,299000,53.44151158,-113.5055834,POINT (-113.50558338980234 53.44151158375128),100,,,RESIDENTIAL,,
1063114,,11170,83 AVENUE NW,N,5200,GARNEAU,papastew Ward,288500,53.51937213,-113.5186003,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1054840,,3512,41A AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,306000,53.47738811,-113.3951425,POINT (-113.39514246536875 53.47738811437345),100,,,RESIDENTIAL,,
1091347,,16216,78 AVENUE NW,N,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,5761000,53.51115003,-113.6038,POINT (-113.60380000324734 53.51115002973523),100,,,COMMERCIAL,,
1036144,,17908,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,398000,53.64131491,-113.4881875,POINT (-113.48818747356623 53.64131491202872),100,,,RESIDENTIAL,,
1174143,,18931,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,384000,53.51308133,-113.6506495,POINT (-113.65064948635727 53.51308133178198),100,,,RESIDENTIAL,,
1202209,,9309,158 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,349000,53.52860458,-113.5928213,POINT (-113.5928212885062 53.528604578183604),100,,,RESIDENTIAL,,
1216985,,8731,164A STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,324000,53.52231097,-113.6053527,POINT (-113.60535274932937 53.522310967935255),100,,,RESIDENTIAL,,
1107309,,14230,140 STREET NW,N,3340,PEMBINA,Anirniq Ward,1364000,53.60461842,-113.5632594,POINT (-113.56325940716845 53.60461842282956),100,,,COMMERCIAL,,
1277250,,15503,92A AVENUE NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,11500,53.52735542,-113.588337,POINT (-113.58833702387057 53.52735542418423),100,,,COMMERCIAL,,
1064542,,17229,92 AVENUE NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,157000,53.52727008,-113.6170704,POINT (-113.61707042796368 53.527270076996004),100,,,RESIDENTIAL,,
1150697,,8304,160 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,330500,53.51719714,-113.5986335,POINT (-113.59863353758543 53.517197135676966),100,,,RESIDENTIAL,,
1186139,,16029,92 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,379500,53.52645683,-113.6005267,POINT (-113.6005266987334 53.526456833273606),100,,,RESIDENTIAL,,
1210459,,11350,25 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,9359000,53.45830613,-113.5279067,POINT (-113.52790672003574 53.45830613218895),100,,,COMMERCIAL,,
1185578,,4612,127 AVENUE NW,N,2350,HOMESTEADER,Dene Ward,147000,53.58558465,-113.4127811,POINT (-113.41278110068353 53.58558464645093),100,,,RESIDENTIAL,,
1179142,,,,N,5480,STRATHCONA,papastew Ward,7000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1081389,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1091362,,16628,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,659500,53.511461,-113.610285,POINT (-113.61028497887733 53.51146099831341),100,,,RESIDENTIAL,,
1054261,,4133,37A STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,294000,53.47690156,-113.3968976,POINT (-113.39689758689832 53.476901559842936),100,,,RESIDENTIAL,,
1188770,,16127,90 AVENUE NW,N,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,338500,53.52561942,-113.6004867,POINT (-113.60048671315039 53.525619423801054),100,,,RESIDENTIAL,,
1303999,,152,WALKER ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,518500,53.50072748,-113.6081386,POINT (-113.60813857148655 53.50072748106282),100,,,RESIDENTIAL,,
1260975,,15029,26 STREET NW,N,2280,FRASER,Dene Ward,132500,53.61263078,-113.3776154,POINT (-113.37761544327286 53.61263078260032),100,,,RESIDENTIAL,,
1045665,,4749,35 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,158000,53.46509244,-113.4135895,POINT (-113.41358948418913 53.46509243571213),100,,,RESIDENTIAL,,
1199447,,15714,94A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,359000,53.53091656,-113.5927229,POINT (-113.5927229260411 53.53091655525982),100,,,RESIDENTIAL,,
1133958,301,6204,180 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,85500,53.4972587,-113.6349593,POINT (-113.63495926233547 53.49725870292608),100,,,RESIDENTIAL,,
1216209,,8726,163 STREET NW,N,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,289000,53.52171959,-113.6033518,POINT (-113.60335175527331 53.52171959060749),100,,,RESIDENTIAL,,
1150549,,8314,160 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,379000,53.51806312,-113.5986623,POINT (-113.5986623167517 53.51806312041471),100,,,RESIDENTIAL,,
1225994,,16613,91 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,327000,53.5258885,-113.6101934,POINT (-113.61019342923778 53.525888496722395),100,,,RESIDENTIAL,,
1179670,,8406,163 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,313500,53.51812376,-113.6044931,POINT (-113.60449310487125 53.518123756591095),100,,,RESIDENTIAL,,
1131499,,7348,190 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,304000,53.50859643,-113.65184,POINT (-113.65184003142869 53.508596433041234),100,,,RESIDENTIAL,,
1206192,20,1820,56 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,177500,53.44888323,-113.4262036,POINT (-113.42620358140772 53.448883230908606),100,,,RESIDENTIAL,,
1141134,,15715,86 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,359500,53.5180706,-113.5935736,POINT (-113.5935736373972 53.51807060393232),100,,,RESIDENTIAL,,
1203280,102,2628,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,92000,53.45885364,-113.408218,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1288109,,15305,93 AVENUE NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,336500,53.52823515,-113.5857239,POINT (-113.58572387524501 53.52823515174105),100,,,RESIDENTIAL,,
1013309,,58,WESTRIDGE ROAD NW,N,4610,WESTRIDGE,sipiwiyiniwak Ward,500,53.50813856,-113.6114207,POINT (-113.61142067168093 53.50813856173962),100,,,COMMERCIAL,,
1171859,58,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,216000,53.46280087,-113.5375251,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1251552,,8805,156 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,1212500,53.52086897,-113.5898403,POINT (-113.58984029867464 53.520868974626104),100,,,COMMERCIAL,,
1184365,,15712,90 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,398000,53.525234,-113.593503,POINT (-113.59350298278096 53.525234000504895),100,,,RESIDENTIAL,,
1133297,,12804,50 STREET NW,N,2380,KENNEDALE INDUSTRIAL,Dene Ward,4838500,53.58628223,-113.4200462,POINT (-113.42004622277845 53.58628222556408),100,,,COMMERCIAL,,
1220888,,16802,94 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,338500,53.53093519,-113.6127143,POINT (-113.61271434891329 53.53093519008992),100,,,RESIDENTIAL,,
1116136,,9703,209 STREET NW,Y,4485,LEWIS FARMS INDUSTRIAL,Nakota Isga Ward,1029000,53.5349863,-113.6775465,POINT (-113.67754654499863 53.53498629960055),100,,,RESIDENTIAL,,
1016690,,1215,105 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,411000,53.44298996,-113.4968584,POINT (-113.49685843027096 53.44298996140566),100,,,RESIDENTIAL,,
1078187,,7719,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,369000,53.61429886,-113.4626371,POINT (-113.46263709336408 53.61429886186662),100,,,RESIDENTIAL,,
1213016,1601,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,1064000,53.53994991,-113.5262926,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1101955,,7609,154 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,445000,53.50905652,-113.5854343,POINT (-113.58543428073429 53.509056517979744),100,,,RESIDENTIAL,,
1358787,,15902,99 AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,259000,53.53764985,-113.5960724,POINT (-113.59607244508781 53.53764985358083),100,,,RESIDENTIAL,,
1041219,101,11330,108 AVENUE NW,N,1180,QUEEN MARY PARK,O-day'min Ward,101500,53.55324026,-113.5171054,POINT (-113.51710541219413 53.55324026424178),100,,,RESIDENTIAL,,
1087204,,8518,81 AVENUE NW,N,6360,KING EDWARD PARK,Métis Ward,309000,53.51730312,-113.4594224,POINT (-113.45942243236553 53.51730311694611),100,,,RESIDENTIAL,,
1026954,15,1020,41 STREET NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,163000,53.43868162,-113.4059271,POINT (-113.4059270538057 53.43868161758746),100,,,RESIDENTIAL,,
1041268,204,11330,108 AVENUE NW,N,1180,QUEEN MARY PARK,O-day'min Ward,102000,53.55324026,-113.5171054,POINT (-113.51710541219413 53.55324026424178),100,,,RESIDENTIAL,,
1234285,909,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,181500,53.52349869,-113.4938708,POINT (-113.49387075218355 53.52349869022008),100,,,RESIDENTIAL,,
1281641,201,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,83000,53.44909954,-113.4995052,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1032226,,2582,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,174000,53.45704126,-113.4543188,POINT (-113.45431883515649 53.45704125727985),100,,,RESIDENTIAL,,
1146018,,12936,112 STREET NW,Y,3260,LAUDERDALE,Anirniq Ward,330500,53.58833633,-113.5140174,POINT (-113.51401738288519 53.58833633062882),100,,,RESIDENTIAL,,
1183888,,8915,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,397500,53.52534682,-113.594366,POINT (-113.59436599426859 53.525346824229935),100,,,RESIDENTIAL,,
1054246,,4129,37A STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,324500,53.47691411,-113.3972944,POINT (-113.39729437437249 53.476914111780246),100,,,RESIDENTIAL,,
1266360,,9125,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,318500,53.525741,-113.5810613,POINT (-113.58106134706863 53.52574100414447),100,,,RESIDENTIAL,,
1080340,,4053,92 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,4272500,53.4759052,-113.4694091,POINT (-113.4694091292323 53.47590519705436),100,,,COMMERCIAL,,
1129394,,7351,188 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,324000,53.50854813,-113.6482435,POINT (-113.6482435341624 53.50854812621598),100,,,RESIDENTIAL,,
1357201,,9903,159 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,361000,53.53776676,-113.5950881,POINT (-113.59508811475038 53.53776676088086),100,,,RESIDENTIAL,,
1200112,,18660,61 AVENUE NW,N,4220,JAMIESON PLACE,sipiwiyiniwak Ward,310500,53.49514407,-113.6472057,POINT (-113.64720565519048 53.49514406591095),100,,,RESIDENTIAL,,
1294867,303,12225,STONY PLAIN ROAD NW,N,1150,OLIVER,O-day'min Ward,102500,53.54632952,-113.5336275,POINT (-113.53362754335504 53.54632952208474),100,,,RESIDENTIAL,,
1070622,,411,181 STREET SW,N,5570,WINDERMERE,pihêsiwin Ward,2264500,53.42727783,-113.6321397,POINT (-113.63213966078783 53.42727783233586),100,,,RESIDENTIAL,,
1303601,,428,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,786500,53.50119458,-113.611169,POINT (-113.61116895200946 53.50119458260416),100,,,RESIDENTIAL,,
1315340,1402,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,196500,53.54094874,-113.533619,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1279702,38,1651,46 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,232500,53.44449555,-113.4080561,POINT (-113.40805607019388 53.44449555015787),100,,,RESIDENTIAL,,
1110626,,7405,156 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,453000,53.50683011,-113.5899635,POINT (-113.58996350628205 53.50683011407986),100,,,RESIDENTIAL,,
1066497,,3565,17 STREET SW,N,6663,DECOTEAU,Sspomitapi Ward,610000,53.39952845,-113.3627595,POINT (-113.36275948445672 53.39952845419446),91,9,,RESIDENTIAL,FARMLAND,
1085919,305,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,112000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1355718,306,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,70000,53.60308934,-113.3828776,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1314582,305,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,188000,53.54094874,-113.533619,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1181676,,7516,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,389500,53.51015773,-113.6504651,POINT (-113.65046510926413 53.51015772552354),100,,,RESIDENTIAL,,
1191055,,17516,92 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,492000,53.63771664,-113.4831225,POINT (-113.48312247606889 53.637716636610264),100,,,RESIDENTIAL,,
1176536,406,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,185000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1097575,,9111,177 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,353000,53.63897582,-113.4804597,POINT (-113.48045969337598 53.638975823400024),100,,,RESIDENTIAL,,
1242056,,3605,30 AVENUE NW,N,6030,BISSET,Sspomitapi Ward,177500,53.46016001,-113.3965712,POINT (-113.39657123542104 53.460160008764255),100,,,RESIDENTIAL,,
1299825,,9319,168 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,403500,53.63006271,-113.4863058,POINT (-113.48630583321477 53.630062714778845),100,,,RESIDENTIAL,,
1091149,,16544,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,383000,53.51156743,-113.6082517,POINT (-113.60825168432838 53.511567427303014),100,,,RESIDENTIAL,,
1189265,A,10050,118 STREET SW,N,1150,OLIVER,O-day'min Ward,318500,53.54033966,-113.5255083,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1156702,106,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,85500,53.53394321,-113.6298969,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1001304,,1604,184 STREET NW,N,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,26500,53.44568681,-113.6414127,POINT (-113.64141265963626 53.445686814611946),100,,,COMMERCIAL,,
1028950,2,10415,78 AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,85000,53.51396841,-113.4986666,POINT (-113.49866661977046 53.51396841255596),100,,,RESIDENTIAL,,
1123991,12,10032,113 STREET NW,N,1150,OLIVER,O-day'min Ward,195000,53.53987246,-113.5163151,POINT (-113.5163150837986 53.53987246314568),100,,,RESIDENTIAL,,
1355247,301,2604,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,54500,53.60308934,-113.3828776,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1096403,,9138,180A AVENUE NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,288500,53.64314582,-113.4809229,POINT (-113.48092290855178 53.64314582332554),100,,,RESIDENTIAL,,
1153691,,8006,159 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,306500,53.51404749,-113.5972428,POINT (-113.5972427828015 53.51404749343758),100,,,RESIDENTIAL,,
1295427,,2921,119 STREET NW,N,5470,STEINHAUER,Ipiihkoohkanipiaohtsi Ward,122500,53.46159618,-113.5159175,POINT (-113.51591753359281 53.461596177525145),100,,,COMMERCIAL,,
1234608,1207,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,179000,53.52349869,-113.4938708,POINT (-113.49387075218355 53.52349869022008),100,,,RESIDENTIAL,,
1140508,,15717,87 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,319500,53.51911118,-113.593063,POINT (-113.59306296924412 53.51911118470294),100,,,RESIDENTIAL,,
1183466,,15702,91 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,365000,53.52606642,-113.5921565,POINT (-113.59215645893066 53.52606641922921),100,,,RESIDENTIAL,,
1112747,,13609,199 STREET NW,N,4474,STARLING,Nakota Isga Ward,265500,53.59858247,-113.6611773,POINT (-113.6611772691793 53.598582471635474),100,,,COMMERCIAL,,
1313378,,9716,161 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,286000,53.53528377,-113.5995897,POINT (-113.59958967645558 53.535283768002955),100,,,RESIDENTIAL,,
1045764,,4713,35 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,159500,53.46509244,-113.4135895,POINT (-113.41358948418913 53.46509243571213),100,,,RESIDENTIAL,,
1293992,,10021,153 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,545500,53.54011623,-113.5845481,POINT (-113.5845480817219 53.540116227113835),100,,,OTHER RESIDENTIAL,,
1086073,503,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,78000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1142181,,15709,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,347000,53.51685156,-113.592565,POINT (-113.59256497043431 53.51685155681292),100,,,RESIDENTIAL,,
1095827,,10160,84 AVENUE NW,N,5480,STRATHCONA,papastew Ward,167500,53.52048877,-113.4941467,POINT (-113.49414665742214 53.520488767447766),100,,,OTHER RESIDENTIAL,,
1236041,35,17409,95 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,142500,53.63696952,-113.4870076,POINT (-113.48700761232222 53.63696952074368),100,,,RESIDENTIAL,,
1289396,304,17103,64 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,95000,53.49898412,-113.6193025,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1283167,,15430,100 AVENUE NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,549500,53.53943452,-113.5880617,POINT (-113.5880617486643 53.539434515958256),100,,,OTHER RESIDENTIAL,,
1109974,,21004,9 AVENUE SW,N,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,500,53.42504474,-113.6826377,POINT (-113.6826377404022 53.42504474446104),100,,,COMMERCIAL,,
1233501,209,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,165000,53.52349869,-113.4938708,POINT (-113.49387075218355 53.52349869022008),100,,,RESIDENTIAL,,
1063254,,11130,83 AVENUE NW,N,5200,GARNEAU,papastew Ward,293500,53.51937213,-113.5186003,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1314657,405,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,238500,53.54094874,-113.533619,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1091685,,28,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,597500,53.51067859,-113.6071631,POINT (-113.60716312850052 53.51067859279415),100,,,RESIDENTIAL,,
1320365,,9702,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,261000,53.53480333,-113.5978329,POINT (-113.5978329239803 53.53480333108999),100,,,RESIDENTIAL,,
1125350,,15001,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,398000,53.51668436,-113.5795856,POINT (-113.5795855952765 53.516684361914635),100,,,RESIDENTIAL,,
1355569,207,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,53500,53.60308934,-113.3828776,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1062165,308,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,104000,53.54263735,-113.5170943,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1082445,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1014646,,268,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,468500,53.50857069,-113.6100919,POINT (-113.6100918809364 53.508570692783096),100,,,RESIDENTIAL,,
1269257,,11921,66 STREET NW,N,2550,MONTROSE,Métis Ward,2797000,53.57302513,-113.442493,POINT (-113.4424929692058 53.5730251272356),100,,,OTHER RESIDENTIAL,,
1044775,,14918,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,216500,53.4802337,-113.5794997,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1018035,,10808,99 AVENUE NW,N,1090,DOWNTOWN,O-day'min Ward,24612500,53.53777614,-113.5071189,POINT (-113.50711890596642 53.537776139117774),100,,,COMMERCIAL,,
1133511,301,6214,180 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,89000,53.4972587,-113.6349593,POINT (-113.63495926233547 53.49725870292608),100,,,RESIDENTIAL,,
1010206,,15,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,520500,53.50618141,-113.6083213,POINT (-113.60832125129258 53.50618140670519),100,,,RESIDENTIAL,,
1120567,,20303,9 AVENUE SW,N,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,14000,53.42306535,-113.6725733,POINT (-113.6725732638514 53.42306534620373),100,,,FARMLAND,,
1242775,97,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,172000,53.45286153,-113.5330855,POINT (-113.5330855490615 53.452861531163755),100,,,RESIDENTIAL,,
1006022,101,10138,116 STREET NW,N,1150,OLIVER,O-day'min Ward,108000,53.54195418,-113.5218297,POINT (-113.52182973833129 53.54195417542538),100,,,RESIDENTIAL,,
1033521,,18407,96A AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,309000,53.53178608,-113.6402795,POINT (-113.64027948050423 53.53178608254326),100,,,RESIDENTIAL,,
1108133,,7503,155 STREET NW,N,4430,RIO TERRACE,sipiwiyiniwak Ward,430000,53.50760064,-113.5886938,POINT (-113.58869377124535 53.50760064029008),100,,,RESIDENTIAL,,
1226299,,8810,163 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,302000,53.52327344,-113.6033299,POINT (-113.60332993569321 53.523273437305825),100,,,RESIDENTIAL,,
1071216,,136,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,pihêsiwin Ward,1494000,53.44206054,-113.6285684,POINT (-113.62856835784125 53.442060542499874),100,,,RESIDENTIAL,,
1356575,,15625,100A AVENUE NW,Y,4180,GLENWOOD,Nakota Isga Ward,231000,53.53998119,-113.5913722,POINT (-113.59137224247267 53.53998118575308),100,,,RESIDENTIAL,,
1036482,,18019,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,378500,53.64250951,-113.4882523,POINT (-113.48825226610903 53.64250951040819),100,,,RESIDENTIAL,,
1276567,,9226,154 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,730500,53.52754005,-113.5873097,POINT (-113.58730970402412 53.527540048991796),100,,,RESIDENTIAL,,
1296482,,9744,151 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,619500,53.53587586,-113.5820288,POINT (-113.58202877378784 53.535875855151936),100,,,RESIDENTIAL,,
1007608,,8323,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,348500,53.61427478,-113.4695163,POINT (-113.46951628077863 53.61427478063262),100,,,RESIDENTIAL,,
1305226,7,4610,17 AVENUE NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,183000,53.44696807,-113.4082224,POINT (-113.4082223839857 53.44696806807368),100,,,RESIDENTIAL,,
1027432,28,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,156500,53.4517632,-113.4007963,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1078625,,7812,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,368500,53.61556127,-113.4638187,POINT (-113.46381867277405 53.61556127421043),100,,,RESIDENTIAL,,
